x,y,Amount
34.185206,-118.5447525,1300
34.2017765,-118.5906475,1100
34.2017175,-118.584817,1000
34.214331,-118.5666505,1100
34.214258,-118.5790175,1100
34.211953,-118.575385,1200
34.2141235,-118.59024,1300
34.2138875,-118.6216555,2000
34.2027615,-118.614672,1800
34.213963,-118.6102945,1000
34.2176665,-118.601714,1100
34.2119155,-118.601704,1100
34.2027805,-118.6477985,2000
34.203569,-118.630125,2000
34.2137705,-118.63362,2000
34.197392,-118.59933,1000
34.2046645,-118.5952795,1000
34.2046535,-118.6016945,1000
34.204629,-118.579151,900
34.204646,-118.568813,1100
34.195612,-118.5725685,1900
34.1859945,-118.562223,1000
34.191802,-118.5929565,1200
34.1904695,-118.5796995,1000
34.1829585,-118.584201,1800
34.188713,-118.6189975,1700
34.192351,-118.6102355,1200
34.181024,-118.6059875,2000
34.1882935,-118.605996,1400
34.1883425,-118.627666,2000
34.1891815,-118.6372335,2000
34.1943875,-118.6552165,2000
34.1742965,-118.6015635,2000
34.1740855,-118.5841795,2000
34.1718335,-118.614082,1400
34.1767335,-118.6309385,2000
34.177044,-118.6555755,2000
34.1582135,-118.612342,1800
34.156668,-118.626367,2000
34.165383,-118.5752795,1600
34.163679,-118.596991,1900
34.1469275,-118.5914025,2000
34.1752945,-118.509778,1600
34.175666,-118.5246645,1400
34.1796355,-118.556094,2000
34.1767015,-118.5383655,1100
34.1758345,-118.533412,1100
34.169524,-118.5377675,1200
34.164742,-118.5254075,1600
34.1673155,-118.524646,1200
34.1667565,-118.5203235,1400
34.1632385,-118.509831,1500
34.157356,-118.4967075,2000
34.1430395,-118.504833,2000
34.144623,-118.5319345,2000
34.153124,-118.5451245,1400
34.1453435,-118.5545195,2000
34.1515515,-118.4268665,1400
34.149623,-118.4308415,1500
34.1528925,-118.442632,1300
34.1470205,-118.4426355,1600
34.152885,-118.4630195,1500
34.1550215,-118.4552015,1500
34.151617,-118.454058,1500
34.1568045,-118.475833,1600
34.138146,-118.4788925,1900
34.1376705,-118.459396,2000
34.1379545,-118.4378355,2000
34.1478525,-118.3563095,1300
34.149998,-118.3710665,1300
34.1521895,-118.386433,1200
34.153987,-118.409486,1600
34.146964,-118.4092995,1600
34.1449605,-118.387713,1300
34.1438535,-118.3703245,1300
34.1406405,-118.369959,1700
34.128096,-118.358231,1400
34.1343225,-118.3793935,1300
34.132849,-118.3947615,1300
34.1378715,-118.418298,1400
34.1439045,-118.204552,1300
34.1364875,-118.2233065,1400
34.1364725,-118.210235,1100
34.133864,-118.1922815,1200
34.1295685,-118.210156,1200
34.1213355,-118.1819855,1100
34.116165,-118.1748505,1100
34.120221,-118.172802,1100
34.119149,-118.1900895,1000
34.125332,-118.1907195,1100
34.128003,-118.1965205,900
34.1213215,-118.2009575,1200
34.121669,-118.209149,1300
34.125651,-118.216654,1000
34.1153125,-118.2025785,1400
34.110558,-118.201548,900
34.1141535,-118.194381,1000
34.1147205,-118.189487,900
34.108515,-118.186489,1000
34.1047815,-118.184373,1200
34.1074675,-118.198023,900
34.104337,-118.197538,900
34.1047205,-118.211798,800
34.0951035,-118.218046,1000
34.099608,-118.2317465,1000
34.102575,-118.222414,1400
34.091851,-118.222215,800
34.0883995,-118.2247575,800
34.1284265,-118.2296325,1000
34.121613,-118.2186485,1000
34.120163,-118.2240375,1200
34.1149675,-118.215376,1400
34.1220355,-118.2414825,1100
34.1130175,-118.228915,1000
34.118178,-118.2445025,900
34.111287,-118.2393275,1200
34.1070285,-118.235004,900
34.1156225,-118.259303,1000
34.100216,-118.2437135,1100
34.101728,-118.2488185,900
34.101596,-118.257665,1400
34.137637,-118.270105,1200
34.112061,-118.2742745,1300
34.116113,-118.2790375,1200
34.1203105,-118.2636825,1000
34.1047355,-118.2885045,1500
34.113089,-118.2888405,1300
34.103583,-118.296163,1000
34.111557,-118.295845,1500
34.112585,-118.306918,1100
34.120601,-118.3214985,1800
34.109247,-118.3218185,1200
34.1127975,-118.330591,1100
34.129416,-118.3366605,1600
34.1137465,-118.3421255,1400
34.0980545,-118.359927,1200
34.0961785,-118.3490045,1300
34.1026455,-118.34759,1500
34.099793,-118.346538,1200
34.100732,-118.3514465,1300
34.0992315,-118.3421205,1100
34.1034935,-118.330009,1000
34.1033925,-118.335128,1000
34.103533,-118.3178,900
34.1035725,-118.302783,900
34.103557,-118.307149,900
34.0999045,-118.3118915,1000
34.0999325,-118.303805,800
34.098,-118.332675,900
34.0943795,-118.3244635,800
34.094359,-118.3299175,900
34.094431,-118.3124765,900
34.0944055,-118.319012,900
34.1016045,-118.320651,900
34.096507,-118.304869,900
34.0929955,-118.3048465,900
34.0985005,-118.296143,800
34.093198,-118.293925,800
34.0931035,-118.2982805,900
34.092753,-118.286057,1000
34.0973365,-118.287285,900
34.0887575,-118.288114,800
34.085129,-118.2880925,900
34.0872185,-118.296096,900
34.0871475,-118.304811,1000
34.0877515,-118.3035155,1000
34.0871295,-118.315709,800
34.0887225,-118.3124455,900
34.088927,-118.327716,900
34.0852895,-118.3276995,900
34.0907325,-118.3386055,1200
34.0836865,-118.338593,1600
34.084605,-118.3484225,1400
34.083696,-118.355049,1500
34.079664,-118.3286955,1300
34.079853,-118.3180955,1100
34.07987,-118.311338,1100
34.07989,-118.3068095,1100
34.079912,-118.302506,1000
34.0818485,-118.296073,1000
34.0776705,-118.296054,800
34.0799595,-118.2880545,900
34.113159,-118.352492,1400
34.116151,-118.365906,1400
34.1037495,-118.3746145,2000
34.102775,-118.3877725,2000
34.08455,-118.3641455,1300
34.0851935,-118.3719725,1700
34.079028,-118.370116,1600
34.1005075,-118.268184,1200
34.1079075,-118.2783115,1300
34.102058,-118.279132,1600
34.098795,-118.285197,1000
34.089784,-118.274927,1100
34.089488,-118.2664995,1300
34.0810905,-118.266765,900
34.0748915,-118.2684815,900
34.0738655,-118.2637,1100
34.0756415,-118.2780525,1000
34.0824335,-118.277218,900
34.0790005,-118.2729125,1000
34.0880975,-118.2816585,1000
34.08661,-118.279689,1000
34.080591,-118.2818,1000
34.0898635,-118.2358515,900
34.0815145,-118.2517655,1100
34.094369,-118.2512135,1300
34.082834,-118.2561185,900
34.0729805,-118.256785,1100
34.0683535,-118.251864,900
34.068935,-118.2444855,900
34.081284,-118.21934,900
34.0797765,-118.197148,800
34.0713815,-118.200508,800
34.076463,-118.211518,900
34.0810735,-118.2029945,800
34.0915875,-118.2007585,900
34.0875695,-118.209014,900
34.0679435,-118.221008,1000
34.070658,-118.2103495,800
34.0639545,-118.2104575,700
34.095485,-118.1746015,900
34.094111,-118.1626205,900
34.0890575,-118.177957,1000
34.088628,-118.187094,900
34.098103,-118.1841585,1500
34.0809785,-118.18591,900
34.0686905,-118.188445,900
34.0872435,-118.1663745,1000
34.0853625,-118.1734105,900
34.0810995,-118.1730255,900
34.071752,-118.17646,1400
34.075975,-118.168817,1000
34.068283,-118.1738345,1000
34.059408,-118.197818,700
34.0517485,-118.1981725,900
34.059558,-118.205929,1000
34.0549495,-118.2212065,700
34.0509745,-118.2085545,800
34.04985,-118.2009955,900
34.046939,-118.203105,800
34.045049,-118.196441,800
34.0342105,-118.195139,1000
34.038791,-118.198734,800
34.033887,-118.2011895,900
34.043615,-118.205084,800
34.038738,-118.208061,900
34.046181,-118.214985,800
34.0445335,-118.211622,800
34.036247,-118.2161145,900
34.030962,-118.212412,800
34.028574,-118.2027025,900
34.023785,-118.2058885,1100
34.0250545,-118.1964135,900
34.0181175,-118.197122,1300
34.0244945,-118.214114,1000
34.0191645,-118.2113105,800
34.0702965,-118.2318745,600
34.057696,-118.232064,1700
34.0344105,-118.23121,1700
34.0473465,-118.2237095,800
34.0290235,-118.2229675,700
34.0610075,-118.2449835,900
34.058835,-118.239167,600
34.0642795,-118.2398345,900
34.0474815,-118.2478185,1300
34.0565345,-118.2528675,1500
34.0524315,-118.253282,500
34.0467345,-118.2622625,600
34.0403745,-118.260362,1700
34.062852,-118.2552085,900
34.061991,-118.265842,800
34.0634965,-118.26261,700
34.063775,-118.269137,800
34.0682985,-118.265581,1000
34.0694385,-118.271932,1000
34.0660235,-118.2741745,800
34.071928,-118.280946,1000
34.069656,-118.2780295,1000
34.065666,-118.282003,1100
34.062837,-118.2811225,800
34.0602215,-118.276593,700
34.061881,-118.2785535,800
34.0564435,-118.2723635,800
34.0594445,-118.273509,800
34.059592,-118.270177,700
34.05566,-118.2674565,800
34.0570845,-118.2639395,700
34.058994,-118.2663115,700
34.054276,-118.26086,800
34.0508765,-118.2678705,800
34.0568345,-118.2810775,700
34.0546635,-118.2772135,800
34.0531325,-118.273845,700
34.0530605,-118.281509,800
34.050539,-118.2769545,800
34.049228,-118.2819155,600
34.047197,-118.278215,800
34.0467975,-118.2717075,600
34.0683115,-118.3326325,1400
34.0652025,-118.286978,1100
34.0726225,-118.2849265,1200
34.0726525,-118.289233,1100
34.074518,-118.298475,1000
34.074526,-118.2941155,800
34.0708895,-118.298462,900
34.0708825,-118.294158,700
34.0726125,-118.307315,900
34.072636,-118.302937,900
34.0725965,-118.316,1000
34.0653255,-118.3184645,1400
34.067143,-118.311589,1000
34.0635115,-118.3116385,1000
34.0635375,-118.304729,900
34.0671885,-118.3022325,1100
34.0671615,-118.3066105,1000
34.067207,-118.2985,1000
34.067232,-118.292902,1000
34.067223,-118.295398,1100
34.0635935,-118.29414,900
34.0635735,-118.298496,900
34.056368,-118.2879195,800
34.0597625,-118.290359,600
34.0597755,-118.2861875,800
34.059763,-118.2935145,800
34.0597395,-118.2982,800
34.056107,-118.298204,900
34.0561295,-118.2940735,1100
34.05971,-118.301987,1100
34.056087,-118.301978,900
34.0560675,-118.305364,1000
34.0580795,-118.306623,1100
34.0598685,-118.314272,900
34.0562585,-118.313612,1000
34.0546775,-118.3194445,1200
34.0575235,-118.3258035,1500
34.0523625,-118.330411,1200
34.0501175,-118.321485,800
34.0508045,-118.3133105,1000
34.052656,-118.3044735,900
34.0490315,-118.3045065,900
34.0508675,-118.29803,900
34.0508855,-118.2937275,700
34.053716,-118.287906,900
34.0498995,-118.28787,900
34.0745805,-118.3486205,2000
34.074602,-118.339096,2000
34.078166,-118.3573315,1700
34.070503,-118.357312,2000
34.0677735,-118.35135,1900
34.0673015,-118.3536195,1900
34.0725795,-118.365913,1600
34.0665205,-118.366383,1500
34.070088,-118.3732965,1400
34.0742895,-118.387219,1700
34.073012,-118.379762,1600
34.063565,-118.3542505,1300
34.0648495,-118.3456205,1400
34.0568595,-118.3378575,1700
34.05688,-118.3480075,1300
34.059083,-118.363807,1200
34.0563915,-118.3799175,1300
34.06116,-118.3804405,1400
34.048208,-118.371729,1300
34.055507,-118.369996,1800
34.0504795,-118.36321,1300
34.0519395,-118.3873275,1600
34.049649,-118.381096,1400
34.049342,-118.354404,1000
34.049375,-118.3418365,1100
34.044154,-118.3286425,900
34.0436875,-118.320626,1000
34.043303,-118.3422655,1000
34.043498,-118.334779,1000
34.041276,-118.3549225,1100
34.037613,-118.3607045,900
34.0375635,-118.3505565,1100
34.037184,-118.3427065,1100
34.0372715,-118.333362,900
34.0327605,-118.335031,800
34.037556,-118.323034,1000
34.0331165,-118.3238185,900
34.027596,-118.322938,900
34.021941,-118.3229865,900
34.026962,-118.3316675,1000
34.0211635,-118.3405655,1000
34.028076,-118.347852,1000
34.0298385,-118.354579,900
34.0297025,-118.3604535,1000
34.0305455,-118.36963,1000
34.0276275,-118.3405665,900
34.0455315,-118.2878625,700
34.042054,-118.2878455,1000
34.04359,-118.3026265,900
34.0436145,-118.2961455,800
34.0417465,-118.3114895,800
34.0453825,-118.308407,800
34.045369,-118.314651,900
34.0339245,-118.3133125,700
34.038279,-118.308985,900
34.034856,-118.3046185,700
34.034833,-118.2959055,900
34.038415,-118.292179,700
34.034366,-118.287757,800
34.0305765,-118.292359,900
34.0305755,-118.286386,1100
34.0260705,-118.289757,1000
34.0282015,-118.3132745,800
34.0218995,-118.3135615,1000
34.027317,-118.3024105,900
34.0309165,-118.302424,800
34.021865,-118.3045305,1000
34.0218365,-118.2958795,900
34.020537,-118.2847645,1200
34.036945,-118.2655625,500
34.030734,-118.267245,700
34.041032,-118.277298,600
34.043569,-118.2820315,800
34.041517,-118.2804885,600
34.0343195,-118.2789565,1100
34.0318675,-118.2778715,700
34.0223275,-118.2717135,800
34.0263755,-118.279223,1100
34.0245655,-118.251001,1000
34.033429,-118.249304,500
34.0242035,-118.2622875,800
34.021775,-118.2569205,900
34.017615,-118.2623795,900
34.018875,-118.247064,1000
34.0161415,-118.2516245,700
34.010118,-118.244922,800
34.010168,-118.2525945,900
34.0065835,-118.2519225,900
34.011872,-118.262852,900
34.007893,-118.263681,1000
34.014163,-118.2690345,1000
34.00749,-118.270975,900
34.003629,-118.2695985,900
34.003674,-118.260853,900
33.9993805,-118.2542925,800
33.9993695,-118.2499415,1100
33.999104,-118.2430855,800
33.992114,-118.242838,500
33.992164,-118.2520985,800
33.99828,-118.260835,900
33.998151,-118.269586,900
33.9922445,-118.2695665,1000
33.9925325,-118.2608205,900
34.016069,-118.2760825,800
34.014521,-118.2980095,900
34.014515,-118.28932,800
34.0145435,-118.304539,1000
34.014552,-118.312994,800
34.0072765,-118.310826,900
34.00727,-118.2980435,900
34.007373,-118.2893345,900
34.007429,-118.2840635,800
34.0074525,-118.27748,800
33.9996995,-118.277466,800
33.9994895,-118.2893225,800
33.9997375,-118.28378,900
34.0016535,-118.2980375,900
33.9975775,-118.29803,900
33.999376,-118.310834,900
33.992088,-118.3107815,900
33.9920885,-118.298021,900
33.992427,-118.285947,800
33.9924525,-118.2771805,900
34.011672,-118.322292,800
34.016776,-118.331087,1000
34.007159,-118.3293635,1000
33.997504,-118.3246435,1100
34.001849,-118.32479,900
33.9926585,-118.327201,1000
33.987231,-118.327693,900
33.9818325,-118.3220865,1100
33.981784,-118.328655,800
33.981753,-118.3346945,800
33.9855355,-118.348147,1400
33.9744985,-118.322127,1200
33.972711,-118.3308415,1000
34.009386,-118.367527,1100
34.0120535,-118.3418225,900
34.0167105,-118.352691,900
34.0176365,-118.347316,900
34.014877,-118.349074,900
34.0049835,-118.349179,1300
33.9855155,-118.291439,900
33.9856665,-118.283741,900
33.985727,-118.299118,1000
33.985482,-118.310035,900
33.978464,-118.3111655,900
33.9784655,-118.2947775,1200
33.978462,-118.3013325,700
33.978414,-118.289297,800
33.978508,-118.283801,900
33.972693,-118.28613,1000
33.9692975,-118.286182,1000
33.9709525,-118.298091,800
33.970932,-118.311186,900
33.945472,-118.3089905,1100
33.963625,-118.3111985,1000
33.963641,-118.2981045,1000
33.9660195,-118.2861825,900
33.962152,-118.2861365,800
33.956361,-118.309005,900
33.9857845,-118.277227,1000
33.985588,-118.265182,1000
33.9785445,-118.27732,800
33.978568,-118.2717375,900
33.9785785,-118.262973,1100
33.9729715,-118.2629705,800
33.9693555,-118.262964,1000
33.972754,-118.2751255,900
33.9695945,-118.2751195,800
33.9660325,-118.2751155,1000
33.96229,-118.275105,900
33.96606,-118.2629565,900
33.962406,-118.2629525,1000
33.9583205,-118.263794,700
33.954224,-118.263804,1100
33.9559485,-118.2761875,1000
33.9564355,-118.2859575,800
33.949905,-118.2854905,900
33.9445585,-118.285496,800
33.9469185,-118.275892,1000
33.946958,-118.2683925,900
33.947574,-118.2593445,1200
33.9385955,-118.261821,1100
33.9348825,-118.261859,1000
33.929254,-118.2671865,1000
33.925538,-118.2615615,1100
33.936481,-118.271695,1300
33.9364705,-118.276946,1000
33.9402795,-118.2857015,900
33.9333785,-118.2856645,900
33.926092,-118.2860545,900
33.925504,-118.275396,1600
33.9392665,-118.250222,900
33.945696,-118.2321075,600
33.948204,-118.238625,800
33.948744,-118.246174,900
33.932497,-118.2502625,500
33.9363625,-118.242647,800
33.938704,-118.2338885,1000
33.933448,-118.234588,700
34.110602,-118.395214,2000
34.1110565,-118.422746,2000
34.108261,-118.4432895,2000
34.1022655,-118.445475,1100
34.1015635,-118.468744,1800
34.10129,-118.494583,2000
34.0753195,-118.477468,1700
34.0673175,-118.486919,2000
34.0876735,-118.5072195,2000
34.049658,-118.5202905,2000
34.073806,-118.5567815,2000
34.05192037,-118.5490685,1800
34.0424942,-118.5425851,2000
34.03867557,-118.5269907,1900
34.0430379,-118.5061199,2000
34.0560275,-118.4819375,2000
34.059953,-118.4686465,1800
34.0553735,-118.466128,1700
34.0503875,-118.464617,1600
34.046932,-118.477869,1800
34.073502,-118.42787,1900
34.067255,-118.4366455,1200
34.0617355,-118.4410225,1800
34.067264,-118.4533525,1600
34.0674805,-118.451101,1500
34.0631275,-118.4493085,1300
34.06678,-118.4636105,1200
34.070607,-118.4605875,1800
34.056185,-118.443321,1700
34.0513145,-118.4415325,2000
34.0558665,-118.433093,1800
34.060621,-118.434347,2000
34.0618485,-118.423284,2000
34.052737,-118.4245685,1800
34.0453165,-118.4373595,1400
34.045239,-118.449709,1100
34.042643,-118.465557,1400
34.047607,-118.4565715,1500
34.0456605,-118.460472,1800
34.041347,-118.456076,1300
34.0373665,-118.4626315,1400
34.034536,-118.4525605,1400
34.0387565,-118.444387,1400
34.0404165,-118.430463,1400
34.0567325,-118.413721,2000
34.047558,-118.4201495,1800
34.043327,-118.4043575,1800
34.0528745,-118.3952305,1600
34.0402885,-118.414036,1500
34.0419315,-118.3933555,2000
34.041783,-118.379673,1200
34.043301,-118.384325,1300
34.036058,-118.3859215,1200
34.0330585,-118.3968355,1300
34.020876,-118.4064875,1200
34.0274735,-118.4121435,1200
34.0217235,-118.4015665,1200
34.025156,-118.403135,1300
34.0277405,-118.4066145,1300
34.026374,-118.395677,1200
34.0329455,-118.380005,1200
34.039747,-118.3704125,1200
34.034177,-118.427171,1800
34.031579,-118.4431825,1300
34.023895,-118.4412965,1600
34.010017,-118.4474055,2000
34.01663,-118.4375635,1400
34.0213795,-118.4310805,1400
34.0262225,-118.419751,1400
34.025252,-118.426283,1400
34.0166435,-118.4181365,1300
34.0200095,-118.4125875,1200
34.0137065,-118.424224,1400
34.009731,-118.4316705,1100
34.0038595,-118.4422725,1200
34.000385,-118.434124,1200
33.9974645,-118.439035,1100
34.0044305,-118.4228455,1300
34.0022415,-118.4275865,1000
34.00358,-118.460606,2000
33.99686,-118.4672375,1400
33.9956475,-118.472047,1200
33.99279828,-118.4770569,1200
33.98764338,-118.4696387,1300
33.993484,-118.459266,1700
33.99869,-118.452731,1400
33.9935715,-118.4512505,1400
33.98377459,-118.4640606,1900
33.9883695,-118.450146,2000
33.97183937,-118.4601234,1800
33.99916,-118.4045585,1400
33.9978895,-118.4109765,1100
33.9953035,-118.4216305,1100
33.9825085,-118.4328715,2000
33.9886515,-118.4224605,1200
33.9906355,-118.4389485,2000
33.9923405,-118.4142945,700
33.9755865,-118.414947,2000
33.986639,-118.405224,1100
33.9702295,-118.386834,2000
33.975517,-118.372532,1600
33.967988,-118.4089775,2000
33.967159,-118.4197785,1100
33.9657265,-118.432256,1600
33.9562775,-118.437016,1700
33.9567545,-118.4244035,1600
33.9712845,-118.4009375,2000
33.9660065,-118.37815,1800
33.952729,-118.381902,1300
33.949046,-118.3743515,1200
33.955837,-118.4023185,1300
33.96269392,-118.4444466,2000
33.920071,-118.2864,900
33.9127895,-118.286915,900
33.901689,-118.287002,900
33.8892885,-118.287175,1000
33.8771105,-118.2864455,900
33.8659415,-118.295352,1300
33.847758,-118.297202,1100
33.831492,-118.3041515,1000
33.8194175,-118.303755,1000
33.8102215,-118.303639,1200
33.802382,-118.304171,1100
33.792616,-118.3043215,1000
33.7829565,-118.303708,900
33.786479,-118.3043115,1100
33.797961,-118.2592835,1000
33.795656,-118.2471535,1000
33.794846,-118.269301,1000
33.794497,-118.2807785,1000
33.7848645,-118.2793115,1000
33.794186,-118.288934,1200
33.7894135,-118.2958265,900
33.7865645,-118.271704,900
33.7868625,-118.2657205,900
33.787242,-118.2581725,900
33.78725,-118.2472725,1100
